Token,BIO_Tag
Tindak,O
Pidana,O
Pencucian,O
Uang,O
Mahkamah,O
Agung,O
tersebut,O
Membaca,O
Tuntutan,O
Pidana,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Timur,O
tanggal,O
3,O
November,O
2020,O
sebagai,O
berikut,O
1,O
Menyatakan,O
Terdakwa,O
WAWAN,O
MUHARAM,O
telah,O
terbukti,O
secara,O
sah,O
dan,O
menyakinkan,O
bersalah,O
melakukan,O
tindak,O
pidana,O
Penipuan,O
dan,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
sebagaimana,O
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,B-MISC
378,I-MISC
KUHPidana,I-MISC
juncto,O
Pasal,O
55,O
ayat,O
1,O
ke1,O
KUHPidana,O
dan,O
Pasal,O
3,O
UndangUndang,O
Republik,O
Indonesia,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
dalam,O
dakwaan,O
Kesatu,O
dan,O
Ketiga,O
Penuntut,O
Umum,O
Menjatuhkan,O
pidana,O
kepada,O
Terdakwa,O
WAWAN,O
MUHARAM,O
oleh,O
karena,O
itu,O
dengan,O
pidana,O
penjara,O
selama,O
6,O
enam,O
tahun,O
dikurangi,O
masa,O
tahanan,O
yang,O
telah,O
dijalani,O
oleh,O
Terdakwa,O
dengan,O
perintah,O
Terdakwa,O
tetap,O
ditahan,O
dan,O
pidana,O
denda,O
sebesar,O
Rp100000000000,B-MONEY
satu,O
miliar,O
rupiah,O
dengan,O
ketentuan,O
jika,O
denda,O
tersebut,O
tidak,O
dibayar,O
maka,O
diganti,O
dengan,O
pidana,O
kurungan,O
selama,O
6,O
enam,B-TIME
bulan,I-TIME
Menyatakan,O
barang,O
bukti,O
berupa,O
Disita,O
dari,O
Hj,B-PER
Jubaedah,I-PER
1,O
2,O
dua,O
lembar,O
asli,O
Print,O
Out,O
Rekening,O
Koran,O
Bank,B-ORG
BNI,I-ORG
Cabang,O
Jatinegara,O
atas,O
nama,O
PT,B-ORG
Purnama,I-ORG
Kertasindo,I-ORG
dengan,O
nomor,O
rekening,O
315589010002000,O
2,O
1,O
satu,O
buah,O
handphone,O
merek,O
Samsung,O
Duos,O
warna,O
hitam,O
dengan,O
Nomor,O
IMEI,O
354599060838649,O
354600060838645,O
3,O
1,O
satu,O
buah,O
SIM,O
CARD,O
XL,O
4,O
1,O
satu,O
buah,O
memori,O
card,O
merek,O
SANDISK,O
warna,O
merah,O
64,O
GB,O
5,O
1,O
satu,O
buah,O
batre,O
hp,O
SAMSUNG,O
warna,O
hitam,O
Dikembalikan,O
kepada,O
Hj,O
Jubaedah,O
Disita,O
dari,O
Ariyanto,B-PER
bin,I-PER
Sukarman,I-PER
6,O
Satu,B-QUANTITY
lembar,I-QUANTITY
Asli,O
Surat,O
Kuasa,O
Subtitusi,O
dari,O
Agus,B-PER
Hadi,I-PER
Warsito,I-PER
kepada,O
Ariyanto,O
dkk,O
Tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
7,O
Uang,O
sebanyak,O
Rp12000000000,B-MONEY
seratus,B-MONEY
dua,I-MONEY
puluh,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
8,O
Satu,O
bundle,O
asli,O
Sertifikat,O
Hak,O
Milik,O
No,O
04878,O
Kelurahan,B-LOC
Kalimuliya,I-LOC
Kota,B-LOC
Depok,I-LOC
an,O
Subagio,B-PER
dengan,O
Luas,O
184,O
M,O
Diserahkan,O
kepada,O
Hj,O
Jubaedah,O
Disita,O
dari,O
Drs,B-PER
Sumadi,I-PER
11,O
Selembar,O
slip,O
setoran,O
Bank,O
Mandiri,O
dengan,O
nomor,O
rekening,O
1030006471797,O
sejumlah,O
USD,B-MONEY
70000,I-MONEY
dengan,O
pengirim,O
Drs,O
Sumadi,O
tertanggal,O
08072015,O
Selembar,O
slip,O
setoran,O
Bank,O
Mandiri,O
bukti,O
pengiriman,O
uang,O
kepada,O
Sdr,O
Wawan,B-PER
Muharam,I-PER
dengan,O
rekening,O
nomor,O
0166691577,O
sejumlah,O
USD,B-MONEY
60000,I-MONEY
tertanggal,O
06082015,O
Selembar,O
slip,O
setoran,O
Bank,O
BNI,O
bukti,O
pengiriman,O
uang,O
kepada,O
Sdr,O
Wawan,O
Muharam,O
dengan,O
rekening,O
nomor,O
0166691577,O
sejumlah,O
Rp10000000000,O
tertanggal,O
19,O
Januari,O
2016,O
Tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
Disita,O
dari,O
Annisa,B-PER
Primanitasari,I-PER
12,O
1,O
satu,O
bundle,O
rekening,O
koran,O
BNI,O
Taplus,O
cabang,O
Margonda,B-LOC
Depok,O
Annisa,O
Primanitasari,O
Nomor,O
Rekening,O
0166691577,O
atas,O
nama,O
Wawan,O
Muharam,O
periode,O
01012015,O
sampai,O
dengan,O
29022020,O
1,O
satu,O
bundie,O
rekening,O
koran,O
BNI,O
Dollar,O
perorg,O
USD,O
Cabang,O
Margonda,O
Depok,O
Nomor,O
rekening,O
0389124332,O
atas,O
nama,O
Wawan,O
Muharam,O
periode,O
01072015,O
sampai,O
dengan,O
30042020,O
1,O
satu,O
bundie,O
rekening,O
koran,O
BNI,O
Dollar,O
Perorg,O
USD,O
Cabang,O
Margonda,O
Depok,O
Nomor,O
rekening,O
0389517731,O
atas,O
nama,O
Wawan,O
Muharam,O
periode,O
01072015,O
sampai,O
dengan,O
30042020,O
Tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
Disita,O
dari,O
Harris,B-PER
Rinaldi,I-PER
15,O
1,O
satu,O
bundle,O
rekening,O
koran,O
BNI,O
taplus,O
cabang,O
Margonda,O
Depok,O
nomor,O
rekening,O
0389518178,O
atas,O
nama,O
Wawan,O
Muharam,O
periode,O
01012015,O
sampai,O
dengan,O
15052020,O
1,O
satu,O
bundle,O
rekening,O
koran,O
BNI,O
taplus,O
cabang,O
Margonda,O
Depok,O
nomor,O
rekening,O
0725570079,O
atas,O
nama,O
Wawan,O
Muharam,O
periode,O
01012015,O
sampai,O
dengan,O
15052020,O
1,O
satu,O
lembar,O
fotokopi,O
yang,O
sudah,O
dilegalisir,O
Bank,O
BNI,O
Cab,O
Margonda,O
berupa,O
Formulir,O
Setor,O
Tunai,O
kerekening,O
dari,O
rekening,O
0389517731,O
atas,O
nama,O
Wawan,O
Muharam,O
sejumlah,O
USD,B-MONEY
5000000,I-MONEY
tertanggal,B-DATE
09072015,I-DATE
18,O
1,O
satu,O
lembar,O
fotokopi,O
yang,O
sudah,O
dilegalisir,O
Bank,O
BNI,O
Cab,O
Margonda,O
berupa,O
Formulir,O
Setor,O
Tunai,O
kerekening,O
dari,O
rekening,O
0389517731,O
atas,O
nama,O
Wawan,O
Muharam,O
sejumlah,O
USD,B-MONEY
1850000,I-MONEY
tertanggal,B-DATE
10072015,I-DATE
Tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
Disita,O
dari,O
Dian,B-PER
Anggraini,I-PER
19,O
1,O
satu,O
lembar,O
asli,O
kwitansi,O
penerimaan,O
uang,O
dari,O
Sdr,O
Lutfi,B-PER
Azis,I-PER
kepada,O
Dian,O
Anggraini,O
sebesar,O
Rp1150000000,B-MONEY
sebelas,B-MONEY
juta,I-MONEY
lima,I-MONEY
ratus,I-MONEY
ribu,I-MONEY
rupiah,I-MONEY
tertanggal,O
9,B-DATE
Februari,I-DATE
2019,I-DATE
bermaterai,O
Rp600000,O
Tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
Disita,O
dari,O
Wawan,O
Muharam,O
20,O
1,O
satu,O
lembar,O
formulir,O
pengiriman,O
uang,O
dari,O
BANK,O
BNI,O
atas,O
nama,O
Wawan,O
Muharam,O
ke,O
rekening,O
an,O
Ariyanto,O
Bank,O
BCA,O
dengan,O
Nomor,O
Rekening,O
5800264245,O
tanggal,O
15,O
Oktober,O
2019,O
21,O
3,O
tiga,O
lembar,O
tanda,O
terima,O
uang,O
dari,O
Saudara,O
Wawan,O
Muharam,O
kepada,O
Saudara,B-PER
Ariyanto,I-PER
Tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
22,O
1,O
satu,O
unit,O
handphone,O
merek,O
OPPO,O
Reno,O
2,O
model,O
CPH1989,O
IMEI1,O
869778043247791,O
IMEI2,O
869778043247783,O
dengan,O
nomor,O
SIM,O
Card,O
081282900885,O
dan,O
081386076323,O
23,O
41,O
satu,O
unit,O
sepeda,O
motor,O
merek,O
HONDA,O
PCX,O
tahun,O
pembuatan,O
2013,O
Nomor,O
Polisi,O
B,O
3171,O
FXX,O
wama,O
cokelat,O
No,O
Rangka,O
MLHKF128D5100849,O
Nomor,O
Mesin,O
KF128E0100849,O
berikut,O
STNK,O
dan,O
kunci,O
kontak,O
Dikembalikan,O
kepada,O
Terdakwa,O
Wawan,O
Muharam,O
24,O
1,O
satu,O
unit,O
sepeda,O
motor,O
merek,O
Honda,O
Vario,O
125,O
tahun,O
pembuatan,O
2018,O
Nomor,O
Polisi,O
B,O
3650,O
ELY,O
warna,O
hitam,O
No,O
Rangka,O
MH1JFU126JK179042,O
Nomor,O
Mesin,O
JFU1E2190207,O
berikut,O
STNK,O
dan,O
kunci,O
kontak,O
25,O
1,O
satu,O
unit,O
sepeda,O
motor,O
merek,O
Honda,O
Vario,O
150,O
tahun,O
pembuatan,O
2018,O
Nomor,O
Polisi,O
B,O
3444,O
EMU,O
warna,O
hitam,O
No,O
Rangka,O
MH1KF411XJK142622,O
Nomor,O
Mesin,O
KF41E1143100,O
berikut,O
STNK,O
dan,O
kunci,O
kontak,O
26,O
1,O
satu,O
unit,O
MOBIL,O
merek,O
Honda,O
HRV,O
tahun,O
pembuatan,O
2016,O
Nomor,O
Polisi,O
B,O
2462,O
TFV,O
warna,O
abuabu,O
metalik,O
No,O
Rangka,O
MHRRU1850GJ404910,O
Nomor,O
Mesin,O
L15Z61036490,O
berikut,O
STNK,O
dan,O
kunci,O
kontak,O
Diserahkan,O
kepada,O
Hj,O
Jubaedah,O
27,O
1,O
satu,O
unit,O
CPU,O
Komputer,O
merek,O
Acer,O
warna,O
hitam,O
berikut,O
monitor,O
merek,O
LG,O
warna,O
putih,O
serta,O
keyboard,O
dan,O
mouse,O
28,O
1,O
satu,O
laptop,O
merek,O
hp,O
warna,O
hitam,O
29,O
1,O
satu,O
buah,O
flash,O
disc,O
merek,O
Silicon,O
Power,O
8GB,O
warna,O
putih,O
list,O
merah,O
yang,O
telah,O
diekstak,O
file,O
akun,O
Charles,O
Schwab,O
nomor,O
8133,O
0583,O
atas,O
nama,O
Wawan,O
Muharam,O
dengan,O
login,O
ID,O
danywawaw,O
30,O
Satu,O
bendel,O
dokumen,O
fotokopi,O
legalisir,O
Sertifikat,O
Tanah,O
Hak,O
Milik,O
dengan,O
Nomor,O
415,O
Tahun,O
1996,O
dan,O
IMB,O
Ijin,O
Mendirikan,O
Bangunan,O
dengan,O
Nomor,O
64812489SD1997,O
tanggal,O
6,O
Maret,O
1997,O
yang,O
terletak,O
di,O
Kelurahan,B-LOC
Bejitimur,I-LOC
Bogor,B-LOC
Jawa,B-LOC
Barat,I-LOC
atas,O
nama,O
Ny,O
Lily,B-PER
Kartikawaty,I-PER
Dikembalikan,O
kepada,O
Terdakwa,O
Wawan,O
Muharam,O
31,O
Satu,O
unit,O
sepeda,O
motor,O
merk,O
YAMAHA,O
type,O
NMAX,O
warna,O
hitam,O
Nomor,O
Polisi,O
B3323EIP,O
tahun,O
pembuatan,O
2016,O
dengan,O
Nomor,O
Rangka,O
MH3SG3120GK128921,O
Nomor,O
Mesin,O
G3E4E0200371,O
an,O
STNK,O
SITI,B-PER
ROSITA,I-PER
berikut,O
STNK,O
dan,O
kunci,O
kontak,O
32,O
Satu,B-QUANTITY
buah,I-QUANTITY
BPKB,O
sepeda,O
motor,O
dengan,O
nomor,O
M07859320,O
dengan,O
identitas,O
kendaraan,O
YAMAHA,O
NMAX,O
nomor,O
polisi,O
B3323,O
EIP,O
wama,O
hitam,O
tahun,O
2016,O
an,O
BPKB,O
Siti,O
Rosita,O
Diserahkan,O
kepada,O
Hj,O
Jubaedah,O
33,O
Satu,O
buah,O
BPKB,O
sepeda,O
motor,O
dengan,O
nomor,O
M07808239,O
dengan,O
identitas,O
kendaraan,O
Honda,O
PCX,O
150,O
Nomor,O
Polisi,O
B,O
3171EXX,O
warna,O
coklat,O
tahun,O
2013,O
an,O
BPKB,O
Wawan,O
Muharam,O
Dikembalikan,O
kepada,O
Terdakwa,O
Wawan,O
Muharam,O
34,O
Satu,O
buah,O
BPKB,O
sepeda,O
motor,O
dengan,O
Nomor,O
N07296058,O
dengan,O
identitas,O
kendaraan,O
Honda,O
Vario,O
125,O
Nomor,O
Polisi,O
B,O
3650ELY,O
warna,O
hitam,O
tahun,O
2018,O
an,O
BPKB,O
DIAN,O
ANGRAINI,O
35,O
Satu,O
buah,O
BPKB,O
sepeda,O
motor,O
dengan,O
Nomor,O
000294105,O
dengan,O
identitas,O
kendaraan,O
Honda,O
Vario,O
150,O
Nomor,O
Polisi,O
B,O
3444EMU,O
warna,O
hitam,O
tahun,O
2018,O
an,O
BPKB,O
Jihan,O
Ghaisani,B-PER
Syafig,I-PER
36,O
Satu,O
buah,O
BPKB,O
mobil,O
dengan,O
Nomor,O
M07440272,O
dengan,O
identitas,O
kendaraan,O
Honda,O
HRV,O
Nomor,O
Polisi,O
B2462TFV,O
warna,O
abuabu,O
metalik,O
tahun,O
2016,O
an,O
BPKB,O
Anggina,O
Mutiara,B-PER
Hanum,I-PER
Diserahkan,O
kepada,O
Hj,O
Jubaedah,O
Menetapkan,O
agar,O
Terdakwa,O
Wawan,O
Muharam,O
dibebani,O
membayar,O
biaya,O
perkara,O
sebesar,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Timur,O
Nomor,O
683PidB2020PN,O
JktTim,O
tanggal,O
10,O
Desember,O
2020,O
yang,O
amar,O
lengkapnya,O
sebagai,O
berikut,O
1,O
Menyatakan,O
Terdakwa,O
WAWAN,O
MUHARAM,O
telah,O
terbukti,O
secara,O
sah,O
dan,O
menyakinkan,O
bersalah,O
melakukan,O
tindak,O
pidana,O
Penipuan,O
yang,O
dilakukan,O
secara,O
bersamasama,O
dan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
sebagaimana,O
Dakwaan,O
alternative,O
kesatu,O
dan,O
dakwaan,O
Kumulatif,O
Penuntut,O
Umum,O
Menjatuhkan,O
pidana,O
kepada,O
Terdakwa,O
WAWAN,O
MUHARAM,O
oleh,O
karena,O
itu,O
dengan,O
pidana,O
penjara,O
selama,O
5,O
lima,O
tahun,O
6,O
enam,O
bulan,O
dan,O
pidana,O
denda,O
sebesar,O
Rp100000000000,O
satu,O
miliar,O
rupiah,O
dengan,O
ketentuan,O
jika,O
denda,O
tersebut,O
tidak,O
dibayar,O
maka,O
diganti,O
dengan,O
pidana,O
kurungan,O
selama,O
6,O
enam,O
bulan,O
Menetapkan,O
lamanya,O
Terdakwa,O
berada,O
dalam,O
tahanan,O
dikurangkan,O
seluruhnya,O
dari,O
pidana,O
yang,O
dijatuhkan,O
Menetapkan,O
Terdakwa,O
tetap,O
dalam,O
tahanan,O
5,O
Menetapkan,O
barang,O
bukti,O
berupa,O
Barang,O
bukti,O
nomor,O
1,O
sampai,O
dengan,O
nomor,O
36,O
selengkapnya,O
sebagaimana,O
dalam,O
Tuntutan,O
Penuntut,O
Umum,O
6,O
Menetapkan,O
agar,O
Terdakwa,O
dibebani,O
membayar,O
biaya,O
perkara,O
sebesar,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Akta,O
Permohonan,O
Peninjauan,O
Kembali,O
Nomor,O
01PIDPK2022PN,O
JKTTIM,O
yang,O
dibuat,O
oleh,O
Panitera,O
pada,O
Pengadilan,O
Negeri,O
Jakarta,O
Timur,O
yang,O
menerangkan,O
bahwa,O
pada,O
tanggal,O
10,O
Februari,O
2022,O
Penasihat,B-PER
Hukum,I-PER
Terpidana,O
berdasarkan,O
Surat,O
Kuasa,O
Khusus,O
tanggal,O
31,O
Oktober,O
2021,O
mengajukan,O
permohonan,O
peninjauan,O
kembali,O
terhadap,O
putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Timur,O
tersebut,O
Membaca,O
Memori,O
Peninjauan,O
Kembali,O
tanggal,O
8,O
Februari,O
2022,O
dari,O
Penasihat,O
Hukum,O
Terpidana,O
berdasarkan,O
Surat,O
Kuasa,O
Khusus,O
tanggal,O
31,O
Oktober,O
2021,O
sebagai,O
Pemohon,O
Peninjauan,O
Kembali,O
yang,O
diterima,O
di,O
kepaniteraan,O
Pengadilan,O
Negeri,O
Jakarta,O
Timur,O
pada,O
tanggal,O
10,O
Februari,O
2022,O
Membaca,O
pula,O
suratsurat,O
lain,O
yang,O
bersangkutan,O
Menimbang,O
bahwa,O
putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Timur,O
tersebut,O
telah,O
diucapkan,O
dengan,O
hadirnya,O
Terpidana,O
pada,O
tanggal,O
10,O
Desember,O
2020,O
Dengan,O
demikian,O
putusan,O
tersebut,O
telah,O
mempunyai,O
kekuatan,O
hukum,O
tetap,O
Menimbang,O
bahwa,O
alasan,O
peninjauan,O
kembali,O
yang,O
diajukan,O
oleh,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
dalam,O
memori,O
peninjauan,O
kembali,O
selengkapnya,O
termuat,O
dalam,O
berkas,O
perkara,O
Menimbang,O
bahwa,O
terhadap,O
alasan,O
peninjauan,O
kembali,O
yang,O
diajukan,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
tersebut,O
Mahkamah,O
Agung,O
berpendapat,O
sebagai,O
berikut,O
1,O
Bahwa,O
alasan,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
mengenai,O
adanya,O
bukti,O
baru,O
Novum,O
dan,O
kekhilafan,O
hakim,O
atau,O
kekeliruan,O
nyata,O
tidak,O
dapat,O
dibenarkan,O
karena,O
putusan,O
judex,O
facti,O
yang,O
menyatakan,O
Terpidana,O
terbukti,O
bersalah,O
melakukan,O
tindak,O
pidana,O
penipuan,O
yang,O
dilakukan,O
secara,O
bersamasama,O
dan,O
tindak,O
pidana,O
pencucian,O
uang,O
telah,O
tepat,O
dan,O
benar,O
dalam,O
pertimbangan,O
hukumnya,O
dan,O
sesuai,O
dengan,O
hukum,O
acara,O
pidana,O
yang,O
berlaku,O
serta,O
tidak,O
melampaui,O
wewenangnya,O
Bahwa,O
putusan,O
judex,O
facti,O
telah,O
mempertimbangkan,O
dengan,O
benar,O
fakta,O
hukum,O
yang,O
terungkap,O
di,O
persidangan,O
bahwa,O
Terpidana,O
terbukti,O
melakukan,O
tindak,O
pidana,O
penipuan,O
secara,O
bersamasama,O
dan,O
tindak,O
pidana,O
pencucian,O
uang,O
karena,O
Terpidana,O
bersama,O
dengan,O
Sumadi,O
dan,O
Sri,B-PER
Sulistyowati,I-PER
mengaku,O
sebagai,O
Tim,O
yang,O
bisa,O
membantu,O
menyelesaikan,O
permasalah,O
pajak,O
yang,O
dialami,O
PT,O
Purnama,O
Kertasindo,O
karena,O
adanya,O
tunggakan,O
pajak,O
sebesar,O
Rp11400000000000,B-MONEY
seratus,B-MONEY
empat,I-MONEY
belas,I-MONEY
miliar,I-MONEY
rupiah,I-MONEY
dan,O
untuk,O
keperluan,O
tersebut,O
saksi,O
Korban,O
Djubaedah,O
selaku,O
Komisaris,O
PT,O
Purnama,O
Kertasindo,O
dan,O
anaknya,O
bernama,O
Budi,B-PER
Haryanto,I-PER
selaku,O
Direktur,B-PER
harus,I-PER
membayar,O
biaya,O
kepada,O
Terpidana,O
sebesar,O
Rp350000000000,B-MONEY
tiga,B-MONEY
miliar,I-MONEY
lima,I-MONEY
ratus,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
untuk,O
merapikanmemperbaiki,O
sistem,O
pembukuan,O
dan,O
biaya,O
sebesar,O
Rp2000000000000,B-MONEY
dua,B-MONEY
puluh,I-MONEY
miliar,I-MONEY
rupiah,I-MONEY
untuk,O
mengurus,O
permasalahan,O
pajak,O
yang,O
dihadapi,O
PT,O
Purnama,O
Krtasindo,O
agar,O
Budi,O
Haryanto,O
tidak,O
terkena,O
masalah,O
hukum,O
Bahwa,O
atas,O
tawaran,O
Terpidana,O
tersebut,O
saksi,O
Korban,O
Hj,O
Djubaedah,O
menjadi,O
tertarik,O
dan,O
tergerak,O
hatinya,O
sehingga,O
sepakat,O
memberikan,O
uang,O
kepada,O
Terpidana,O
sebesar,O
Rp250000000000,B-MONEY
dua,B-MONEY
miliar,I-MONEY
lima,I-MONEY
ratus,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
untuk,O
biaya,O
merapikan,O
sistem,O
pembukuan,O
dan,O
untuk,O
penyelesaian,O
masalah,O
pajak,O
sebesar,O
Rp2000000000000,O
dua,O
puluh,O
miliar,O
rupiah,O
Bahwa,O
kemudian,O
Korban,O
Hj,O
Djubaedah,O
melakukan,O
pembayaran,O
untuk,O
merapikan,O
sistem,O
pembukuan,O
secara,O
bertahap,O
kepada,O
Terpidana,O
sejumlah,O
Rp137500000000,B-MONEY
satu,B-MONEY
miliar,I-MONEY
tiga,I-MONEY
ratus,I-MONEY
tujuh,I-MONEY
puluh,I-MONEY
lima,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
kepada,O
Sri,B-PER
Sulistyowai,I-PER
sebesar,O
Rp45700000000,B-MONEY
empat,B-MONEY
ratus,I-MONEY
lima,I-MONEY
puluh,I-MONEY
tujuh,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
dan,O
kepada,O
saksi,O
Drs,O
Sumadi,O
sebesar,O
Rp32100000000,B-MONEY
tiga,O
ratus,O
dua,O
puluh,O
satu,O
juta,O
rupiah,O
sisanya,O
sebesar,O
Rp59700000000,B-MONEY
lima,B-MONEY
ratus,I-MONEY
sembilan,I-MONEY
puluh,I-MONEY
tujuh,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
adalah,O
bagian,O
Terpidana,O
Bahwa,O
Terpidana,O
juga,O
menyampaikan,O
kepada,O
Hj,O
Djubaedah,O
dengan,O
alasan,O
untuk,O
meringankan,O
pembayaran,O
cicilan,O
Terpidana,O
mengajak,O
Djubaedah,O
berinvestasi,O
melalui,O
trading,O
option,O
dengan,O
menyetor,O
dana,O
Rp1000000000000,B-MONEY
sepuluh,B-MONEY
miliar,I-MONEY
rupiah,I-MONEY
untuk,O
dikelola,O
dan,O
menjanjikan,O
keuntungan,O
sebesar,O
Rp250000000000,O
dua,O
miliar,O
lima,O
ratus,O
juta,O
rupiah,O
kepada,O
Djubaedah,O
sehingga,O
Djubaedah,O
tertarik,O
dan,O
memberikan,O
uang,O
investasi,O
kepada,O
Terpidana,O
sebesar,O
Rp1000000000000,O
sepuluh,O
miliar,O
rupiah,O
yang,O
diterima,O
Terpidana,O
secara,O
bertahap,O
yaitu,O
melalui,O
saksi,O
Sumadi,O
dalam,O
bentuk,O
mata,O
uang,O
dolar,O
Amerika,O
USD,O
senilai,O
Rp650000000000,B-MONEY
enam,B-MONEY
miliar,I-MONEY
lima,I-MONEY
ratus,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
dan,O
diterima,O
Terpidana,O
senilai,O
Rp350000000000,O
tiga,O
miliar,O
lima,O
ratus,O
juta,O
rupiah,O
dalam,O
bentuk,O
mata,O
uang,O
dolar,O
Amerika,O
USD,O
sebanyak,O
USD2349002,B-MONEY
dua,O
ratus,O
tiga,O
puluh,O
empat,O
ribu,O
sembilan,O
ratus,O
dolar,O
dua,O
sen,O
Bahwa,O
ternyata,O
setelah,O
uang,O
diterima,O
Terpidana,O
apa,O
yang,O
dijanjikan,O
Terpidana,O
kepada,O
Djubaedah,O
tidak,O
terbukti,O
karena,O
faktanya,O
Budi,O
Haryantoanak,O
Djubaedah,O
selaku,O
Direktur,O
PT,O
Purnama,O
Kertasindo,O
tetap,O
diproses,O
perkaranya,O
dilanjut,O
ke,O
tahap,O
penyidikan,O
dan,O
menjadi,O
Terdakwa,O
serta,O
keuntungan,O
dari,O
investasi,O
trading,O
option,O
yang,O
dijanjikan,O
Terpidana,O
juga,O
tidak,O
pernah,O
terealisir,O
sehingga,O
perbuatan,O
Terpidana,O
tersebut,O
mengakibatkan,O
saksi,O
Djubaedah,O
mengalami,O
kerugian,O
sebesar,O
Rp2137500000000,B-MONEY
dua,B-MONEY
puluh,I-MONEY
satu,I-MONEY
miliar,I-MONEY
tiga,I-MONEY
ratus,I-MONEY
tujuh,I-MONEY
puluh,I-MONEY
lima,I-MONEY
juta,I-MONEY
rupiah,I-MONEY
Bahwa,O
dari,O
fakta,O
persidangan,O
pula,O
terbukti,O
uang,O
yang,O
dterima,O
Terpidana,O
dari,O
saksi,O
Djubaedah,O
tersebut,O
dipergunakan,O
Terpidana,O
untuk,O
kebutuhan,O
seharihari,O
seperti,O
membeli,O
mobil,O
membeli,O
sepeda,O
motor,O
membeli,O
tanah,O
serta,O
menambah,O
kekayaan,O
Terpidana,O
Bahwa,O
alasan,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
mengenai,O
bukti,O
baru,O
Novum,O
tidak,O
dapat,O
dibenarkan,O
karena,O
buktibukti,O
tersebut,O
bukanlah,O
bukti,O
baru,O
yang,O
mempunyai,O
kualitas,O
signifikan,O
dan,O
menentukan,O
yang,O
dapat,O
menghapus,O
sifat,O
melawan,O
hukumnya,O
perbuatan,O
Terpidana,O
Sedangkan,O
alasan,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
mengenai,O
adanya,O
kekhilafan,O
hakim,O
atau,O
kekeliruan,O
nyata,O
juga,O
tidak,O
dapat,O
dibenarkan,O
karena,O
merupakan,O
penilaian,O
terhadap,O
hasil,O
pembuktian,O
yang,O
sudah,O
dipertimbangkan,O
dengan,O
tepat,O
dan,O
benar,O
oleh,O
judex,O
facti,O
sehingga,O
apa,O
yang,O
didalilkan,O
oleh,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
mengenai,O
bukti,O
baru,O
dan,O
kekhilafan,O
hakim,O
atau,O
kekeliruan,O
nyata,O
tidak,O
bersesuaian,O
secara,O
yuridis,O
dengan,O
esensi,O
bukti,O
baru,O
dan,O
kekhilafan,O
hakim,O
atau,O
kekeliruan,O
nyata,O
sebagaimana,O
dimaksud,O
Pasal,B-MISC
263,I-MISC
ayat,I-MISC
2,I-MISC
huruf,O
a,O
dan,O
c,O
KUHAP,O
9,O
Selain,O
itu,O
alasan,O
Pemohon,O
Peninjauan,O
KembaliTerpidana,O
juga,O
bertentangan,O
dengan,O
fakta,O
hukum,O
yang,O
terungkap,O
di,O
persidangan,O
yang,O
menjadi,O
dasar,O
penentuan,O
kesalahan,O
dan,O
pemidanaan,O
Terpidana,O
sehingga,O
putusan,O
judex,O
facti,O
telah,O
tepat,O
dan,O
benar,O
dalam,O
pertimbangan,O
hukumnya,O
dan,O
harus,O
di,O
pertahankan,O
Menimbang,O
bahwa,O
berdasarkan,O
pertimbangan,O
tersebut,O
alasan,O
permohonan,O
Peninjauan,O
Kembali,O
dari,O
Pemohon,O
Peninjauan,O
Kembali,O
Terpidana,O
tersebut,O
tidak,O
dapat,O
dibenarkan,O
oleh,O
karena,O
tidak,O
termasuk,O
dalam,O
salah,O
satu,O
alasan,O
peninjauan,O
kembali,O
sebagaimana,O
yang,O
dimaksud,O
dalam,O
Pasal,B-MISC
263,I-MISC
